P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,STIMULI,POOL,SCORE
s647,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s648,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s649,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s650,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s651,3,L,a,L3,L3,L3,L3,L3,L3,L3,X1,X1,,,,,,,L1,L1,R1,R1,simulated,simulated,2541.727777777778
s652,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s653,2,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2478.372332852333
s654,3,R,f,,,,,,,L3,L3,L3,L3,L3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2485.5888888888894
s655,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s656,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s657,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s658,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s659,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s660,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s661,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s662,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s663,3,R,a,,,,,,,L3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2545.1222222222227
s664,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s665,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s666,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s667,2,L,a,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s668,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s669,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s670,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s671,3,C,a,,,,L3,L3,L3,X1,X1,X1,X1,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2483.916666666667
s672,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s673,3,L,a,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s674,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s675,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s676,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s677,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s678,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s679,2,R,a,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2542.213620453621
s680,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s681,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s682,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s683,2,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2478.372332852333
s684,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s685,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s686,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s687,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s688,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s689,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s690,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s691,3,C,a,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s692,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s693,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s694,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s695,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s696,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s697,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s698,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s699,3,L,a,L2,L2,L3,L3,L3,L3,L3,L3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2544.5944444444444
s700,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s701,3,R,a,,,,,,,L3,L3,L3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2513.938888888889
s702,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s703,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s704,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s705,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s706,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s707,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s708,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s709,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s710,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s711,3,C,a,,,,X1,X1,X1,X1,X1,X1,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.155555555556
s712,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s713,3,R,f,,,,,,,L3,L3,L3,L3,L3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2485.5888888888894
s714,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s715,2,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2478.372332852333
s716,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s717,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s718,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s719,2,R,a,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2542.213620453621
s720,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s721,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s722,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s723,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s724,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s725,3,C,a,,,,L3,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.7388888888895
s726,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s727,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s728,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s729,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s730,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s731,2,L,a,L,L,L,L,L,L,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2529.0378495578498
s732,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s733,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s734,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s735,2,C,a,,,,L,L,L,X,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2474.6068133718136
s736,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s737,3,L,b,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2486.266666666667
s738,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s739,3,R,a,,,,,,,L3,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2542.7888888888892
s740,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s741,2,R,a,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,simulated,simulated,2524.84303992304
s742,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s743,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s744,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s745,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s746,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s747,2,L,a,L,L,L,L,L,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2524.84303992304
s748,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s749,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s750,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s751,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s752,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s753,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s754,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s755,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s756,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s757,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s758,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s759,3,L,a,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s760,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s761,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s762,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s763,2,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2478.372332852333
s764,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s765,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s766,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s767,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s768,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s769,3,L,a,L2,L2,L2,L2,L2,L2,L2,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2554.1555555555556
s770,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s771,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s772,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s773,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s774,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s775,2,L,a,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s776,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s777,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s778,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s779,2,C,a,,,,L,L,L,L,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s780,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s781,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s782,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s783,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s784,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s785,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s786,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s787,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s788,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s789,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s790,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s791,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s792,3,L,b,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2486.266666666667
s793,3,R,a,,,,,,,L3,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2542.7888888888892
s794,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s795,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s796,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s797,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s798,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s799,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s800,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s801,2,C,a,,,,L,L,X,X,X,X,X,R,R,,,,L,L,R,R,simulated,simulated,2481.1856613756618
s802,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s803,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s804,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s805,2,C,a,,,,L,L,L,X,X,X,R,R,R,,,,L,L,R,R,simulated,simulated,2474.5122222222217
s806,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s807,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s808,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s809,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s810,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s811,3,C,a,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2493.461111111111
s812,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s813,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s814,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s815,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s816,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s817,3,R,a,,,,,,,R3,X1,R3,R3,R3,R3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2542.077777777778
s818,3,L,b,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2486.266666666667
s819,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s820,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s821,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s822,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s823,3,C,a,,,,X1,X1,X1,X1,X1,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2488.655555555556
s824,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s825,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s826,3,L,b,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2486.266666666667
s827,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2561.6222222222223
s828,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s829,3,L,a,L2,L2,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2561.6222222222223
s830,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s831,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s832,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s833,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s834,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s835,3,C,a,,,,L3,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.7388888888895
s836,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s837,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s838,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s839,2,L,a,L,L,L,L,L,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2524.84303992304
s840,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s841,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s842,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s843,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s844,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s845,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s846,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s847,3,L,a,L2,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.05
s848,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s849,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s850,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s851,3,C,a,,,,L3,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.7388888888895
s852,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s853,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s854,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s855,2,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s856,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s857,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s858,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s859,2,R,a,,,,,,,X,X,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2534.517259037259
s860,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s861,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s862,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s863,2,L,a,L,L,L,L,L,L,L,L,X,,,,,,,L,L,R,R,simulated,simulated,2542.2136204536205
