P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,STIMULI,POOL,SCORE
s649,3,C,f,,,,L1,L2,L2,L2,L2,X1,X1,L1,X1,,,,L3,L1,R1,R1,simulated,simulated,2434.7511111111116
s650,2,C,b,,,,L,X,L,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2468.5646079846074
s651,3,L,a,L1,L2,L2,L2,L2,L2,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2517.5692063492065
s652,3,L,m,L2,L2,L3,L2,L2,L3,L3,L3,L3,,,,,,,L1,L1,R3,R1,simulated,simulated,2551.8866666666668
s653,2,C,a,,,,L,X,X,X,X,X,X,R,X,,,,L,L,R,R,simulated,simulated,2484.3503174603175
s654,3,R,f,,,,,,,L3,L3,L3,R2,R2,R2,L1,X1,R2,L1,R2,R1,R1,simulated,simulated,2323.2857142857147
s655,2,L,b,L,R,L,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2457.1782275132277
s656,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,R,R,R,simulated,simulated,2464.3564380934968
s657,3,C,f,,,,L1,L1,L2,L2,R2,L2,L3,R2,R3,,,,L1,L1,L2,R1,simulated,simulated,2340.0966666666673
s658,2,C,b,,,,L,L,R,L,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2466.8889995189998
s659,3,L,a,L2,L3,L2,L2,L2,R2,L2,L3,L3,,,,,,,L1,L1,R1,R3,simulated,simulated,2497.537301587302
s660,2,R,f,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,simulated,simulated,2513.9808465608467
s661,3,L,b,L2,L3,L3,X1,X1,X1,X1,X1,X1,,,,,,,L3,L2,R1,R1,simulated,simulated,2512.6833333333334
s662,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,X,R,simulated,simulated,2456.0911111111113
s663,3,R,a,,,,,,,R3,R3,R2,R1,R2,R2,R2,R2,R2,L1,X1,R1,R1,simulated,simulated,2500.9733333333334
s664,3,C,m,,,,X1,X1,R3,X1,X1,X1,X1,X1,R3,,,,L3,L2,R1,R1,simulated,simulated,2463.431111111111
s665,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R2,R1,R2,L3,L1,R1,R1,simulated,simulated,2551.4511111111115
s666,2,C,f,,,,X,L,L,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2451.461219336219
s667,2,L,a,L,L,L,L,L,L,X,L,X,,,,,,,L,L,X,R,simulated,simulated,2485.936147926148
s668,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s669,3,L,f,L1,L3,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R2,R1,simulated,simulated,2550.967777777778
s670,2,L,m,L,X,L,L,L,L,X,X,L,,,,,,,L,L,X,R,simulated,simulated,2441.212791652792
s671,3,C,a,,,,L1,X1,L1,L3,L1,X1,R1,L1,R2,,,,L1,L2,R1,R2,simulated,simulated,2404.2619047619046
s672,2,R,m,,,,,,,R,R,R,R,R,R,L,R,X,L,L,R,R,simulated,simulated,2444.8323269323273
s673,3,L,a,L2,L2,R1,L3,L3,L2,L2,L3,L3,,,,,,,L1,L1,R1,R2,simulated,simulated,2473.115555555556
s674,3,C,f,,,,L2,R2,L3,L3,L3,L3,X1,R3,R2,,,,L1,L1,R2,R1,simulated,simulated,2429.771111111111
s675,2,C,b,,,,L,L,L,L,L,R,X,R,R,,,,L,L,R,R,simulated,simulated,2468.9734800384804
s676,3,C,b,,,,L2,L2,L2,R2,R2,R2,R2,R2,L1,,,,L1,L2,R1,R1,simulated,simulated,2421.6457142857143
s677,3,R,m,,,,,,,R3,R3,R1,R3,R3,R3,R3,R3,R3,L1,L1,R1,R2,simulated,simulated,2533.504920634921
s678,2,L,f,L,L,R,L,L,L,L,L,L,,,,,,,L,L,R,L,simulated,simulated,2393.1477755577757
s679,2,R,a,,,,,,,X,X,R,R,L,R,R,R,R,L,L,X,R,simulated,simulated,2436.39442039442
s680,3,L,m,L2,L2,L2,L2,L3,X1,L2,X1,X1,,,,,,,L1,L2,R1,L1,simulated,simulated,2393.0388888888892
s681,3,R,f,,,,,,,L3,R3,R3,R3,R1,R3,R3,L2,R2,L2,L2,R1,R1,simulated,simulated,2451.9355555555558
s682,2,L,b,L,L,L,L,X,X,X,X,X,,,,,,,L,R,R,R,simulated,simulated,2420.6010317460323
s683,2,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2478.372332852333
s684,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,L3,X1,,,,L1,L1,R1,R3,simulated,simulated,2464.605555555556
s685,3,R,b,,,,,,,R2,R2,R2,R2,R3,R2,R2,R2,R3,L2,L1,R1,L2,simulated,simulated,2440.193888888889
s686,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,L,simulated,simulated,2399.862674846939
s687,2,L,a,R,L,L,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2448.522962962963
s688,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s689,3,L,f,L2,L2,R1,L3,L3,L3,L3,L3,L3,,,,,,,L3,L3,R1,R1,simulated,simulated,2455.412698412699
s690,2,L,m,L,L,L,X,L,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2513.1729725829728
s691,3,C,a,,,,L3,L3,L3,X1,L3,R3,R3,R3,L2,,,,L1,L1,R1,R1,simulated,simulated,2435.577777777778
s692,3,C,b,,,,L1,R3,R3,R3,R3,R3,R3,R3,R3,,,,L2,L1,R3,R1,simulated,simulated,2467.733333333333
s693,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s694,3,R,m,,,,,,,R3,R3,R3,R3,R1,R2,R2,R2,R2,L2,L1,R1,R1,simulated,simulated,2542.7400000000002
s695,2,R,a,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,L,simulated,simulated,2445.453952713953
s696,2,R,m,,,,,,,R,R,R,R,R,R,R,R,X,L,L,R,R,simulated,simulated,2509.5450112850112
s697,3,C,f,,,,L2,L1,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R3,simulated,simulated,2476.778888888889
s698,2,C,b,,,,X,X,X,X,X,X,R,R,R,,,,L,L,R,R,simulated,simulated,2487.067222222222
s699,3,L,a,L2,L2,L2,L1,L2,L2,L2,L2,R1,,,,,,,L1,L1,R2,R3,simulated,simulated,2521.169761904762
s700,3,L,b,L1,L2,L2,L3,X1,X1,X1,X1,X1,,,,,,,R2,L3,R1,R1,simulated,simulated,2413.3888888888887
s701,3,R,a,,,,,,,R3,R3,R3,R1,R3,R3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2542.0066666666667
s702,2,R,f,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2542.213620453621
s703,2,C,m,,,,L,L,L,L,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2481.7759451659454
s704,3,R,b,,,,,,,R2,R2,R2,R1,R2,R2,R2,R2,R2,L1,R3,R1,R1,simulated,simulated,2456.415608465609
s705,2,L,a,L,L,L,L,L,R,X,X,R,,,,,,,L,L,R,R,simulated,simulated,2488.9367436267435
s706,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s707,3,C,m,,,,L3,L3,L3,L3,L1,R2,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2474.7133333333336
s708,2,R,b,,,,,,,X,X,R,R,X,R,R,R,R,L,L,R,R,simulated,simulated,2515.1258406408406
s709,3,L,f,L3,L2,R2,L3,L3,L3,L3,L3,L3,,,,,,,L1,X1,R1,L1,simulated,simulated,2326.5166666666664
s710,2,L,m,L,L,L,R,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2490.683094128094
s711,3,C,a,,,,L2,L3,L2,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,X1,simulated,simulated,2441.8166666666666
s712,3,L,m,L3,L3,L3,L3,L3,L1,L3,L3,L3,,,,,,,R3,L1,R1,R1,simulated,simulated,2451.618095238095
s713,3,R,f,,,,,,,L1,L2,R3,R3,R3,R3,R1,R2,R3,L1,L1,R1,R1,simulated,simulated,2507.1355555555556
s714,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s715,2,C,a,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.2607294557292
s716,3,C,b,,,,L2,L3,R3,L2,R3,R3,R3,R3,R1,,,,L1,L1,R1,R1,simulated,simulated,2466.301111111111
s717,3,R,m,,,,,,,R3,R3,R3,R2,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2550.16253968254
s718,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s719,2,R,a,,,,,,,R,R,R,R,R,R,R,R,X,L,L,R,R,simulated,simulated,2509.5450112850112
s720,2,R,f,,,,,,,L,L,L,L,L,R,R,L,R,L,L,R,R,simulated,simulated,2431.9063928663927
s721,3,L,b,L2,L2,L2,L2,X1,X1,X1,X1,X1,,,,,,,L1,R3,R3,R3,simulated,simulated,2418.088888888889
s722,2,C,m,,,,L,L,X,X,L,X,X,X,X,,,,L,L,R,R,simulated,simulated,2471.7483333333334
s723,3,R,a,,,,,,,R2,R3,R2,R3,R2,R2,R2,R2,R2,L3,L2,R1,R1,simulated,simulated,2545.666957671958
s724,2,R,b,,,,,,,X,R,R,R,R,R,R,R,R,L,L,L,X,simulated,simulated,2402.376695711696
s725,3,C,a,,,,L3,L2,L2,X1,X1,X1,X1,X1,R3,,,,L1,L3,R1,R3,simulated,simulated,2474.1833333333334
s726,3,L,f,L3,L2,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R3,R3,simulated,simulated,2553.916666666667
s727,2,L,m,L,X,L,L,L,L,L,L,L,,,,,,,X,X,R,R,simulated,simulated,2435.255427165427
s728,2,C,f,,,,L,L,L,L,R,R,R,R,R,,,,X,L,R,R,simulated,simulated,2436.721681096681
s729,3,R,b,,,,,,,R3,R3,R3,L2,R3,R3,R3,L3,R2,L1,L1,R1,R1,simulated,simulated,2448.8322222222223
s730,3,C,m,,,,L3,L2,L3,L3,L3,L3,L3,L3,R2,,,,L3,L1,R3,R1,simulated,simulated,2459.888253968254
s731,2,L,a,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,simulated,simulated,2535.4665569615568
s732,3,L,m,R1,L2,L2,L2,L2,L3,L2,R1,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2441.5914285714284
s733,3,R,f,,,,,,,X1,X1,R3,X1,R3,R3,R2,R2,R2,L3,L3,R1,R1,simulated,simulated,2523.5111111111114
s734,2,L,b,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,X,simulated,simulated,2496.3737791837793
s735,2,C,a,,,,L,L,L,L,R,R,R,R,R,,,,L,X,R,R,simulated,simulated,2435.8097498797497
s736,2,R,f,,,,,,,X,X,X,X,X,X,R,R,R,L,L,R,R,simulated,simulated,2517.6903968253973
s737,3,L,b,L2,L3,L2,R2,L3,L2,R2,R2,R2,,,,,,,L1,L1,L3,R1,simulated,simulated,2366.388888888889
s738,2,C,m,,,,X,L,L,X,L,X,L,X,R,,,,L,L,R,R,simulated,simulated,2434.911880711881
s739,3,R,a,,,,,,,R2,R2,R2,R3,R2,R2,R2,R2,R2,L1,L1,R1,R3,simulated,simulated,2536.2033862433864
s740,3,C,b,,,,L1,L1,L1,L1,L1,X1,R3,R3,L1,,,,L1,L2,R1,R2,simulated,simulated,2423.186111111111
s741,2,R,a,,,,,,,R,X,X,R,X,R,R,X,L,L,L,R,R,simulated,simulated,2407.143232323232
s742,3,R,m,,,,,,,R3,R3,R1,R3,R2,R3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2536.217777777778
s743,2,L,f,L,L,L,L,L,R,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2505.802807007807
s744,3,C,m,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L2,L1,R1,R1,simulated,simulated,2495.9722222222226
s745,2,C,f,,,,L,L,L,X,L,X,X,X,X,,,,L,R,R,R,simulated,simulated,2372.978650793651
s746,3,R,b,,,,,,,R3,L2,R3,R3,R3,R3,L2,R3,R2,L1,L1,R1,R1,simulated,simulated,2469.366666666667
s747,2,L,a,L,L,L,L,L,L,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2529.0378495578498
s748,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R1,,,,L1,L3,R1,R1,simulated,simulated,2483.417777777778
s749,3,R,m,,,,,,,R3,R3,R3,R3,R2,R2,R2,R2,R2,L1,L1,R2,R1,simulated,simulated,2547.8
s750,2,L,f,L,R,L,L,L,L,L,X,X,,,,,,,L,L,R,R,simulated,simulated,2462.6190614940615
s751,2,R,a,,,,,,,X,X,X,X,X,X,X,R,L,L,L,R,X,simulated,simulated,2404.179761904762
s752,2,R,f,,,,,,,L,L,L,X,R,R,L,R,R,L,L,R,R,simulated,simulated,2447.5005651755655
s753,2,C,m,,,,L,L,L,L,L,L,X,R,R,,,,L,L,X,R,simulated,simulated,2433.7202693602694
s754,3,L,b,L2,L2,L2,X1,X1,X1,X1,X1,R2,,,,,,,L3,L1,R1,R2,simulated,simulated,2498.261111111111
s755,3,R,a,,,,,,,R3,R3,R3,R2,R3,L2,R2,R3,R2,R1,L1,R1,R1,simulated,simulated,2365.737777777778
s756,2,R,m,,,,,,,R,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2524.4832236282236
s757,3,C,f,,,,L2,R2,L2,L2,L2,L3,R2,R2,L1,,,,L1,R2,R1,R1,simulated,simulated,2307.22
s758,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.2607294557292
s759,3,L,a,L3,L3,L3,X1,X1,X1,X1,X1,X1,,,,,,,L2,L1,R3,R1,simulated,simulated,2515.7222222222226
s760,3,L,m,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,L1,R1,simulated,simulated,2447.7066666666665
s761,3,R,f,,,,,,,L2,X1,X1,L1,L3,R2,R2,R2,R2,R3,L2,R1,R3,simulated,simulated,2349.1222222222223
s762,2,L,b,L,R,L,L,R,R,L,R,R,,,,,,,R,R,R,L,simulated,simulated,2203.8337997188
s763,2,C,a,,,,L,L,R,R,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2392.02211936212
s764,2,R,f,,,,,,,X,X,X,L,X,X,R,R,R,L,L,X,X,simulated,simulated,2400.187619047619
s765,3,L,b,L2,L2,L2,L3,L3,L2,L3,L3,L3,,,,,,,L1,L1,R1,R3,simulated,simulated,2552.2333333333336
s766,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s767,3,R,a,,,,,,,L3,L3,L3,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2513.938888888889
s768,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s769,3,L,a,L2,L2,L2,L2,L3,L2,L2,L2,L2,,,,,,,L2,L1,R1,R3,simulated,simulated,2533.1509908609914
s770,3,C,f,,,,L1,L3,L3,L3,L3,L3,L3,R3,R3,,,,L1,L1,R2,R1,simulated,simulated,2479.4511111111115
s771,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.2607294557292
s772,3,C,m,,,,R3,L2,L3,L3,X1,X1,R2,R1,L2,,,,L1,L1,R1,R1,simulated,simulated,2388.384444444445
s773,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R1,R3,L2,X1,R1,R1,simulated,simulated,2514.0011111111116
s774,2,C,f,,,,L,L,L,L,L,L,R,R,R,,,,L,X,X,R,simulated,simulated,2383.276517556518
s775,2,L,a,X,L,R,L,L,L,L,L,R,,,,,,,L,L,R,R,simulated,simulated,2436.4118786768786
s776,3,L,m,L2,L2,L2,R2,L1,L2,L2,L2,L2,,,,,,,L1,L1,R1,R3,simulated,simulated,2474.993968253968
s777,2,L,b,L,L,L,L,L,L,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2503.126341621342
s778,3,R,f,,,,,,,L1,L1,L1,L1,X1,R3,R2,R3,R2,L3,L2,R1,R3,simulated,simulated,2454.1833333333334
s779,2,C,a,,,,L,L,L,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.3723328523324
s780,2,R,f,,,,,,,L,X,X,R,L,R,R,R,R,R,L,R,R,simulated,simulated,2373.8563961963964
s781,3,L,b,L3,L3,L3,L3,X1,X1,L1,X1,R3,,,,,,,L1,L2,R2,R1,simulated,simulated,2487.6833333333334
s782,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s783,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L2,R1,R1,simulated,simulated,2561.227777777778
s784,2,R,m,,,,,,,R,R,L,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2514.6453416953423
s785,3,C,f,,,,R2,L3,L3,R3,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2455.539603174603
s786,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s787,3,L,a,L2,L2,L2,L2,X1,L3,L2,R3,R2,,,,,,,R3,L1,R2,R1,simulated,simulated,2401.577777777778
s788,3,C,m,,,,R3,R3,R3,R3,R3,R3,R3,L2,R3,,,,L1,L2,R1,R1,simulated,simulated,2434.9555555555553
s789,2,L,a,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,simulated,simulated,2534.517259037259
s790,3,R,b,,,,,,,R1,R3,R3,R3,R3,R3,L3,R2,R3,L1,L1,R1,R1,simulated,simulated,2472.267777777778
s791,2,C,f,,,,L,L,L,L,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s792,3,L,b,L2,L2,L3,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R3,R1,simulated,simulated,2519.1444444444446
s793,3,R,a,,,,,,,R3,R3,R3,R3,X1,R2,R3,R1,R3,L3,L1,R1,X1,simulated,simulated,2467.101111111111
s794,2,R,f,,,,,,,X,X,X,X,L,R,R,R,R,L,R,R,R,simulated,simulated,2381.297008177008
s795,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,R,R,R,simulated,simulated,2403.544047619048
s796,3,C,m,,,,L2,R3,R3,R2,R3,R3,R3,R3,R3,,,,L3,L2,R1,R1,simulated,simulated,2475.52
s797,2,L,a,L,L,L,L,L,L,X,L,L,,,,,,,L,L,R,X,simulated,simulated,2489.474627409628
s798,3,R,b,,,,,,,R3,R3,R3,R3,R3,R2,R3,R2,R2,L1,L3,R1,R1,simulated,simulated,2556.488888888889
s799,2,C,f,,,,L,L,L,R,L,R,R,R,R,,,,L,L,R,R,simulated,simulated,2467.259980759981
s800,3,L,m,L2,L2,L3,L2,L3,L3,L3,L3,L3,,,,,,,L1,X1,R1,R1,simulated,simulated,2506.2888888888892
s801,2,C,a,,,,L,R,R,R,R,R,R,L,R,,,,X,L,R,R,simulated,simulated,2388.124353979354
s802,3,R,f,,,,,,,X1,R2,R3,R2,R2,R2,R2,R2,R2,L1,L3,R1,R1,simulated,simulated,2541.688888888889
s803,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s804,3,R,f,,,,,,,L3,X1,X1,X1,X1,R1,R2,R2,R2,L1,L1,R1,L1,simulated,simulated,2395.217777777778
s805,2,C,a,,,,L,L,L,X,X,X,R,X,R,,,,L,L,R,R,simulated,simulated,2470.2656084656082
s806,3,L,m,L2,L3,L3,L3,L3,L3,L3,R2,L3,,,,,,,L1,L2,R1,R2,simulated,simulated,2522.9944444444445
s807,2,L,b,L,X,L,L,X,X,X,X,R,,,,,,,L,L,R,R,simulated,simulated,2486.403624338624
s808,2,R,b,,,,,,,L,L,R,R,L,R,R,R,L,L,L,R,R,simulated,simulated,2420.6112770562772
s809,2,L,m,L,X,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2511.874812964813
s810,3,L,f,L2,L2,L2,L2,L2,L3,L2,L2,R2,,,,,,,L3,X1,R1,R1,simulated,simulated,2475.700291005291
s811,3,C,a,,,,L3,L3,L3,L3,X1,X1,X1,R2,R2,,,,L1,L1,R3,R1,simulated,simulated,2478.1222222222223
s812,3,C,b,,,,L2,L1,R1,R2,R2,R3,R1,R1,R3,,,,L1,L1,R1,R3,simulated,simulated,2427.2544444444443
s813,3,R,m,,,,,,,X1,X1,X1,X1,L2,R3,R2,X1,R3,L1,L1,L2,R1,simulated,simulated,2369.088888888889
s814,2,L,f,L,L,R,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2484.2588211788216
s815,2,R,a,,,,,,,X,R,R,R,R,R,R,R,X,L,L,R,R,simulated,simulated,2500.836010656011
s816,2,R,f,,,,,,,X,X,X,L,X,R,R,R,R,L,L,R,R,simulated,simulated,2489.1481313131317
s817,3,R,a,,,,,,,L3,L2,R1,R3,R3,R2,R3,R2,L1,L1,R2,R1,R1,simulated,simulated,2320.0811111111116
s818,3,L,b,L2,L3,L3,L3,L3,R2,R2,R3,R2,,,,,,,L1,L1,R2,R1,simulated,simulated,2481.3
s819,2,C,m,,,,R,L,L,L,L,L,L,L,R,,,,L,L,R,R,simulated,simulated,2419.262873977874
s820,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s821,3,L,f,L3,L3,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L3,R2,R1,simulated,simulated,2535.444682539683
s822,2,L,m,L,R,L,L,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2456.953624338624
s823,3,C,a,,,,L2,R1,R2,R2,R2,R3,R2,R2,R2,,,,L1,L1,R2,R2,simulated,simulated,2436.349761904762
s824,2,R,f,,,,,,,L,L,X,X,X,L,R,R,R,L,L,R,R,simulated,simulated,2457.7122222222224
s825,2,C,m,,,,X,X,X,R,X,X,X,R,R,,,,R,L,R,R,simulated,simulated,2364.453080808081
s826,3,L,b,L2,L3,L1,X1,X1,X1,X1,R3,R3,,,,,,,X1,L1,R1,R1,simulated,simulated,2443.2055555555557
s827,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s828,3,C,f,,,,R2,L3,R3,L3,L3,R3,R3,R3,R3,,,,L1,L1,R1,R2,simulated,simulated,2422.188888888889
s829,3,L,a,L2,L2,X1,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R2,simulated,simulated,2522.9611111111117
s830,2,R,m,,,,,,,X,X,X,L,R,R,R,R,R,L,L,X,R,simulated,simulated,2445.642816257817
s831,2,C,b,,,,X,X,X,X,X,X,R,L,R,,,,L,L,R,R,simulated,simulated,2447.0124338624337
s832,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s833,3,L,f,L2,L2,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R2,R2,simulated,simulated,2558.9555555555557
s834,2,L,m,R,L,L,L,L,L,L,L,L,,,,,,,L,L,R,X,simulated,simulated,2436.638503348503
s835,3,C,a,,,,L2,L2,L1,L2,R3,R3,R2,R2,L2,,,,L3,L1,R2,R1,simulated,simulated,2417.578888888889
s836,3,C,m,,,,L2,L2,L1,L2,L1,X1,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2459.7155555555555
s837,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,L1,L3,R1,R1,simulated,simulated,2560.6222222222223
s838,2,C,f,,,,L,L,L,L,L,L,L,L,R,,,,L,L,R,R,simulated,simulated,2477.2607294557297
s839,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,R,R,R,simulated,simulated,2456.1633235283234
s840,3,C,b,,,,L2,L2,L2,R2,R2,R2,L2,R3,R3,,,,L3,L1,R1,R1,simulated,simulated,2437.083333333333
s841,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s842,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s843,2,R,a,,,,,,,X,X,R,X,L,L,R,R,R,L,L,R,R,simulated,simulated,2436.7511736411734
s844,2,R,m,,,,,,,R,R,R,R,L,R,R,R,R,L,L,R,R,simulated,simulated,2497.8436106486106
s845,2,C,b,,,,X,R,X,X,R,X,R,R,R,,,,L,L,R,R,simulated,simulated,2450.466043771044
s846,3,C,f,,,,L3,L3,L3,L3,L3,L3,X1,L3,X1,,,,L1,L1,R2,R1,simulated,simulated,2477.0888888888885
s847,3,L,a,L2,X1,L2,L2,L2,L2,L2,X1,L2,,,,,,,L1,L1,R3,R1,simulated,simulated,2501.0408730158733
s848,2,R,b,,,,,,,R,R,L,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2514.6453416953423
s849,3,L,f,R3,L3,L3,L2,L3,L3,L3,L3,R1,,,,,,,L1,R1,R1,R1,simulated,simulated,2361.6011111111115
s850,2,L,m,L,L,L,R,L,L,L,L,X,,,,,,,L,L,R,X,simulated,simulated,2442.017218707219
s851,3,C,a,,,,L2,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,L2,simulated,simulated,2379.938888888889
s852,3,L,m,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s853,3,R,f,,,,,,,L2,L1,X1,R3,X1,R2,R3,R3,R2,L1,L2,X1,R2,simulated,simulated,2433.1111111111113
s854,2,L,b,L,L,L,L,L,X,X,X,R,,,,,,,L,L,R,R,simulated,simulated,2510.5848653198655
s855,2,C,a,,,,L,X,X,X,X,X,R,R,R,,,,L,L,L,R,simulated,simulated,2379.714973544974
s856,3,C,b,,,,R1,R3,R3,R3,R3,R3,R3,R3,R3,,,,L2,L1,R1,R1,simulated,simulated,2466.3177777777782
s857,3,R,m,,,,,,,R2,R2,R2,L2,R1,R2,R2,R2,L3,L1,L1,R1,R1,simulated,simulated,2424.668492063492
s858,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,R,R,R,simulated,simulated,2456.1633235283234
s859,2,R,a,,,,,,,R,R,R,R,R,R,R,R,L,L,L,R,R,simulated,simulated,2473.4646144596145
s860,3,C,m,,,,X1,L2,L3,L2,L1,L3,L3,L3,R2,,,,L1,L1,R1,R2,simulated,simulated,2425.0955555555556
s861,3,R,b,,,,,,,R2,R2,R3,R2,R2,R2,R2,R2,X1,L1,L1,R1,R1,simulated,simulated,2508.08664021164
s862,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s863,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s864,3,L,m,L2,L3,L3,L3,L3,R2,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2512.807777777778
s865,3,R,f,,,,,,,L3,L2,L3,L3,L3,L3,R3,R1,R2,L1,L1,R1,L2,simulated,simulated,2357.255555555556
